orifice_width,aspect_ratio,flow_rate_ratio,capillary_number,normalized_oil_inlet,normalized_water_inlet,expansion_ratio,depth,hyd_d,droplet_size,normalized_size,normalized_hyd_size,generation_rate,q_in,viscosity_ratio
45,1,8.125,3.65457118,1,1,1,45,45,39.584,0.879644444,0.879644444,6839.67273,800,0.80780911
45,1,7.831325301,3.65457118,1,1,1,45,45,39.152,0.870044444,0.870044444,7333.657187,830,0.80780911
45,1,8.783783784,3.65457118,1,1,1,45,45,38.032,0.845155556,0.845155556,7133.268891,740,0.80780911
45,1,8.783783784,3.65457118,1,1,1,45,45,39.388,0.875288889,0.875288889,6421.615535,740,0.80780911
45,1,8.227848101,3.65457118,1,1,1,45,45,38.454,0.854533333,0.854533333,7367.275217,790,0.80780911
45,1,7.303370787,3.65457118,1,1,1,45,45,38.835,0.863,0.863,8057.947746,890,0.80780911
45,1,6.914893617,3.65457118,1,1,1,45,45,38.413,0.853622222,0.853622222,8794.224404,940,0.80780911
45,1,6.565656566,3.65457118,1,1,1,45,45,38.64,0.858666667,0.858666667,9099.723787,990,0.80780911
45,1,6.25,3.65457118,1,1,1,45,45,38.493,0.8554,0.8554,9669.241978,1040,0.80780911
45,1,8.843537415,3.65457118,1,1,1,45,45,39.907,0.886822222,0.886822222,6132.597542,735,0.80780911
45,1,8.783783784,3.65457118,1,1,1,45,45,39.189,0.870866667,0.870866667,6519.939167,740,0.80780911
45,1,8.904109589,3.65457118,1,1,1,45,45,38.874,0.863866667,0.863866667,6589.455626,730,0.80780911
45,1,8.843537415,3.65457118,1,1,1,45,45,38.928,0.865066667,0.865066667,6607.017132,735,0.80780911
45,1,8.666666667,3.65457118,1,1,1,45,45,38.519,0.855977778,0.855977778,6958.9004,750,0.80780911
45,1,8.724832215,3.65457118,1,1,1,45,45,38.778,0.861733333,0.861733333,6774.923917,745,0.80780911
45,1,8.666666667,3.65457118,1,1,1,45,45,38.879,0.863977778,0.863977778,6767.377047,750,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,38.399,0.853311111,0.853311111,5900.450545,630,0.80780911
45,1,10.4,3.65457118,1,1,1,45,45,39.43,0.876222222,0.876222222,5406.348715,625,0.80780911
45,1,11.81818182,3.65457118,1,1,1,45,45,39.793,0.884288889,0.884288889,4628.571878,550,0.80780911
45,1,10.48387097,3.65457118,1,1,1,45,45,39.628,0.880622222,0.880622222,5283.109293,620,0.80780911
45,1,10.4,3.65457118,1,1,1,45,45,39.453,0.876733333,0.876733333,5396.898974,625,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,39.866,0.885911111,0.885911111,5272.74697,630,0.80780911
45,1,10.23622047,3.65457118,1,1,1,45,45,39.187,0.870822222,0.870822222,5595.66934,635,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,39.691,0.882022222,0.882022222,5427.604824,640,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,38.194,0.848755556,0.848755556,5995.97049,630,0.80780911
45,1,10.23622047,3.65457118,1,1,1,45,45,39.358,0.874622222,0.874622222,5523.050697,635,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,38.257,0.850155556,0.850155556,5966.397516,630,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,39.597,0.879933333,0.879933333,5466.350712,640,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,38.098,0.846622222,0.846622222,6041.411051,630,0.80780911
45,1,8.666666667,3.65457118,1,1,1,45,45,39.649,0.881088889,0.881088889,6380.708684,750,0.80780911
45,1,7.471264368,3.65457118,1,1,1,45,45,39.878,0.886177778,0.886177778,7274.84114,870,0.80780911
45,1,10.83333333,2.411336056,1,1,1,45,45,41.897,0.931044444,0.931044444,4326.202447,600,0.87493028
45,1,10,2.411336056,1,1,1,45,45,41.919,0.931533333,0.931533333,4679.344114,650,0.87493028
45,1,9.420289855,2.411336056,1,1,1,45,45,41.334,0.918533333,0.918533333,5181.209509,690,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,41.929,0.931755556,0.931755556,5035.68893,700,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,42.33,0.940666667,0.940666667,4893.92831,700,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,41.838,0.929733333,0.929733333,5068.619171,700,0.87493028
45,1,9.352517986,2.411336056,1,1,1,45,45,41.025,0.911666667,0.911666667,5337.567792,695,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,42.066,0.9348,0.9348,4986.648494,700,0.87493028
45,1,9.848484848,2.411336056,1,1,1,45,45,42.196,0.937688889,0.937688889,4658.375073,660,0.87493028
45,1,9.420289855,2.411336056,1,1,1,45,45,40.979,0.910644444,0.910644444,5317.033428,690,0.87493028
45,1,9.352517986,2.411336056,1,1,1,45,45,41.547,0.923266667,0.923266667,5138.89996,695,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,41.972,0.932711111,0.932711111,5020.227704,700,0.87493028
45,1,9.219858156,2.411336056,1,1,1,45,45,41.357,0.919044444,0.919044444,5285.017162,705,0.87493028
45,1,9.154929577,2.411336056,1,1,1,45,45,41.127,0.913933333,0.913933333,5412.297042,710,0.87493028
45,1,8.125,2.411336056,1,1,1,45,45,41.276,0.917244444,0.917244444,6032.55853,800,0.87493028
45,1,7.647058824,2.411336056,1,1,1,45,45,42.227,0.938377778,0.938377778,5986.219118,850,0.87493028
45,1,7.222222222,2.411336056,1,1,1,45,45,42.353,0.941177778,0.941177778,6281.94809,900,0.87493028
45,1,6.5,2.411336056,1,1,1,45,45,42.532,0.945155556,0.945155556,6892.185424,1000,0.87493028
45,1,5.909090909,2.411336056,1,1,1,45,45,43.553,0.967844444,0.967844444,7060.619828,1100,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,42.036,0.934133333,0.934133333,4997.332639,700,0.87493028
45,1,9.219858156,2.411336056,1,1,1,45,45,41.309,0.917977778,0.917977778,5303.461741,705,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,42.048,0.9344,0.9344,4993.055322,700,0.87493028
45,1,9.154929577,2.411336056,1,1,1,45,45,41.473,0.921622222,0.921622222,5277.963253,710,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,42.458,0.943511111,0.943511111,4849.799791,700,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,43.175,0.959444444,0.959444444,4612.170672,700,0.87493028
45,1,8.333333333,2.411336056,1,1,1,45,45,41.932,0.931822222,0.931822222,5609.991974,780,0.87493028
45,1,7.222222222,2.411336056,1,1,1,45,45,42.589,0.946422222,0.946422222,6178.094536,900,0.87493028
45,1,6.5,2.411336056,1,1,1,45,45,42.991,0.955355556,0.955355556,6673.777554,1000,0.87493028
45,1,5.909090909,2.411336056,1,1,1,45,45,43.739,0.971977778,0.971977778,6970.926522,1100,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,41.929,0.931755556,0.931755556,5035.68893,700,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,42.33,0.940666667,0.940666667,4893.92831,700,0.87493028
45,1,9.285714286,2.411336056,1,1,1,45,45,43.175,0.959444444,0.959444444,4612.170672,700,0.87493028
45,1,14.44444444,3.042841483,1,1,1,45,45,46.456,1.032355556,1.032355556,2380.079388,450,0.96870158
45,1,13,3.042841483,1,1,1,45,45,45.053,1.001177778,1.001177778,2899.367239,500,0.96870158
45,1,10,3.042841483,1,1,1,45,45,44.091,0.9798,0.9798,4021.313007,650,0.96870158
45,1,11.81818182,3.042841483,1,1,1,45,45,44.914,0.998088889,0.998088889,3219.006504,550,0.96870158
45,1,10,3.042841483,1,1,1,45,45,42.573,0.946066667,0.946066667,4466.989801,650,0.96870158
45,1,10.83333333,3.042841483,1,1,1,45,45,45.504,1.0112,1.0112,3376.812096,600,0.96870158
45,1,10,3.042841483,1,1,1,45,45,42.69,0.948666667,0.948666667,4430.362484,650,0.96870158
45,1,10.15625,3.042841483,1,1,1,45,45,43.543,0.967622222,0.967622222,4110.827944,640,0.96870158
45,1,10,3.042841483,1,1,1,45,45,42.781,0.950688889,0.950688889,4402.15094,650,0.96870158
45,1,10.07751938,3.042841483,1,1,1,45,45,43.284,0.961866667,0.961866667,4217.760528,645,0.96870158
45,1,10,3.042841483,1,1,1,45,45,43.171,0.959355556,0.959355556,4283.920467,650,0.96870158
45,1,10.83333333,3.042841483,1,1,1,45,45,44.747,0.994377778,0.994377778,3551.107725,600,0.96870158
45,1,10.15625,3.042841483,1,1,1,45,45,43.356,0.963466667,0.963466667,4164.249284,640,0.96870158
45,1,10.07751938,3.042841483,1,1,1,45,45,43.213,0.960288889,0.960288889,4238.584351,645,0.96870158
45,1,10,3.042841483,1,1,1,45,45,43.211,0.960244444,0.960244444,4272.034726,650,0.96870158
45,1,9.923664122,3.042841483,1,1,1,45,45,42.996,0.955466667,0.955466667,4369.799453,655,0.96870158
45,1,9.848484848,3.042841483,1,1,1,45,45,43.134,0.958533333,0.958533333,4361.03028,660,0.96870158
45,1,9.285714286,3.042841483,1,1,1,45,45,42.413,0.942511111,0.942511111,4865.253022,700,0.96870158
45,1,8.666666667,3.042841483,1,1,1,45,45,42.165,0.937,0.937,5305.292315,750,0.96870158
45,1,8.125,3.042841483,1,1,1,45,45,42.445,0.943222222,0.943222222,5547.72266,800,0.96870158
45,1,10,3.042841483,1,1,1,45,45,43.56,0.968,0.968,4170.173383,650,0.96870158
45,1,9.923664122,3.042841483,1,1,1,45,45,43.031,0.956244444,0.956244444,4359.14537,655,0.96870158
45,1,10,3.042841483,1,1,1,45,45,43.62,0.969333333,0.969333333,4152.988624,650,0.96870158
45,1,9.848484848,3.042841483,1,1,1,45,45,43.562,0.968044444,0.968044444,4233.746709,660,0.96870158
45,1,8.125,3.042841483,1,1,1,45,45,45.305,1.006777778,1.006777778,4562.007042,800,0.96870158
45,1,7.222222222,3.042841483,1,1,1,45,45,46.05,1.023333333,1.023333333,4887.175944,900,0.96870158
45,1,6.5,3.042841483,1,1,1,45,45,45.843,1.018733333,1.018733333,5504.08684,1000,0.96870158
45,1,5.909090909,3.042841483,1,1,1,45,45,46.585,1.035222222,1.035222222,5769.773362,1100,0.96870158
45,1,5.416666667,3.042841483,1,1,1,45,45,47.149,1.047755556,1.047755556,6071.110765,1200,0.96870158
45,1,4.642857143,3.042841483,1,1,1,45,45,47.868,1.063733333,1.063733333,6768.564272,1400,0.96870158
45,1,11.81818182,12.53184401,1,1,1,45,45,38.849,0.863311111,0.863311111,4974.249046,550,3.96343353
45,1,11.40350877,12.53184401,1,1,1,45,45,39.155,0.870111111,0.870111111,5035.209435,570,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,39.253,0.872288889,0.872288889,5260.621506,600,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,38.618,0.858177778,0.858177778,5524.414854,600,3.96343353
45,1,11.81818182,12.53184401,1,1,1,45,45,40.273,0.894955556,0.894955556,4465.037511,550,3.96343353
45,1,11.20689655,12.53184401,1,1,1,45,45,39.696,0.882133333,0.882133333,4916.908442,580,3.96343353
45,1,11.01694915,12.53184401,1,1,1,45,45,38.973,0.866066667,0.866066667,5285.241881,590,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,39.086,0.868577778,0.868577778,5328.340082,600,3.96343353
45,1,10.48387097,12.53184401,1,1,1,45,45,38.909,0.864644444,0.864644444,5581.434733,620,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,39.154,0.870088889,0.870088889,5300.626574,600,3.96343353
45,1,10.74380165,12.53184401,1,1,1,45,45,39.223,0.871622222,0.871622222,5316.640796,605,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,39.253,0.872288889,0.872288889,5260.621506,600,3.96343353
45,1,10.6557377,12.53184401,1,1,1,45,45,38.859,0.863533333,0.863533333,5512.63633,610,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,39.727,0.882822222,0.882822222,5074.559019,600,3.96343353
45,1,10.83333333,12.53184401,1,1,1,45,45,40.495,0.899888889,0.899888889,4791.278428,600,3.96343353
45,1,9.285714286,12.53184401,1,1,1,45,45,39.026,0.867244444,0.867244444,6245.112813,700,3.96343353
45,1,8.666666667,12.53184401,1,1,1,45,45,39.756,0.883466667,0.883466667,6329.327764,750,3.96343353
45,1,8.125,12.53184401,1,1,1,45,45,39.866,0.885911111,0.885911111,6695.551708,800,3.96343353
45,1,6.842105263,12.53184401,1,1,1,45,45,40.335,0.896333333,0.896333333,7676.827642,950,3.96343353
45,1,6.19047619,12.53184401,1,1,1,45,45,40.22,0.893777778,0.893777778,8557.905153,1050,3.96343353
45,1,5.652173913,12.53184401,1,1,1,45,45,40.889,0.908644444,0.908644444,8920.367378,1150,3.96343353
45,1,5.2,12.53184401,1,1,1,45,45,41.069,0.912644444,0.912644444,9569.119914,1250,3.96343353
45,1,4.642857143,12.53184401,1,1,1,45,45,41.477,0.921711111,0.921711111,10404.24078,1400,3.96343353
45,1,10.92436975,12.53184401,1,1,1,45,45,38.984,0.866311111,0.866311111,5325.521462,595,3.96343353
45,1,5.625,2.53008774,1,1,1,45,45,45.9,1.02,1.02,4386.885497,800,0.80780911
45,1,6.428571429,2.53008774,1,1,1,45,45,45.4,1.008888889,1.008888889,3966.750179,700,0.80780911
45,1,9,2.53008774,1,1,1,45,45,44.4,0.986666667,0.986666667,3029.182663,500,0.80780911
45,1,7.258064516,2.53008774,1,1,1,45,45,41.2,0.915555556,0.915555556,4701.153264,620,0.80780911
45,1,8.333333333,2.53008774,1,1,1,45,45,41.4,0.92,0.92,4035.497709,540,0.80780911
45,1,8.823529412,2.53008774,1,1,1,45,45,41.8,0.928888889,0.928888889,3702.931681,510,0.80780911
60,1,8.75,2.213826772,1,1,1,60,60,53.3902,0.889836667,0.889836667,2787.466857,800,0.80780911
60,1,11.66666667,2.213826772,1,1,1,60,60,53.0023,0.883371667,0.883371667,2136.837375,600,0.80780911
60,1,14,2.213826772,1,1,1,60,60,52.7989,0.879981667,0.879981667,1801.356824,500,0.80780911
60,1,8.75,2.213826772,1,1,1,60,60,52.6897,0.878161667,0.878161667,2900.128079,800,0.80780911
60,1,10,2.213826772,1,1,1,60,60,54.2091,0.903485,0.903485,2330.160401,700,0.80780911
30,1,7.142857143,3.162609675,1,1,1,30,30,30.0658,1.002193333,1.002193333,6828.952948,350,0.80780911
30,1,6.493506494,3.162609675,1,1,1,30,30,29.1966,0.97322,0.97322,8202.915885,385,0.80780911
30,1,7.692307692,3.162609675,1,1,1,30,30,27.9787,0.932623333,0.932623333,7868.738899,325,0.80780911
30,1,7.142857143,3.162609675,1,1,1,30,30,27.3874,0.912913333,0.912913333,9034.830275,350,0.80780911
30,1,8.333333333,3.162609675,1,1,1,30,30,27.5273,0.917576667,0.917576667,7626.666844,300,0.80780911
30,1,7.936507937,3.162609675,1,1,1,30,30,27.6777,0.92259,0.92259,7878.162405,315,0.80780911
