Experiment,Orifice width (um),Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary number,Observed generation rate (Hz),Observed droplet diameter (um),Observed regime (1= Dripping & 2 = Jetting),,,,,,,,,,
246,75.00,1.00,2.00,1.00,2.00,2.00,6.00,0.033,11.78,83.68,1.00,,,,,,,,,,
247,75.00,1.50,3.00,1.50,2.50,2.50,6.00,0.066,33.27,83.57,1.00,,,,,,,,,,
248,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.033,7.69,83.54,1.00,,,,,,,,,,
249,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.066,72.86,83.47,1.00,,,,,,,,,,
250,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.050,35.02,82.45,1.00,,,,,,,,,,
251,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.066,24.50,81.61,1.00,,,,,,,,,,
252,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.066,9.46,80.97,1.00,,,,,,,,,,
253,150.00,1.50,6.00,2.00,2.00,3.50,13.00,0.033,55.97,80.58,1.00,,,,,,,,,,
254,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.132,67.97,80.52,1.00,,,,,,,,,,
255,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.132,42.37,80.49,1.00,,,,,,,,,,
256,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.066,67.07,80.28,1.00,,,,,,,,,,
257,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.132,59.66,80.09,1.00,,,,,,,,,,
258,150.00,1.50,6.00,2.00,2.00,3.50,16.00,0.033,46.46,80.00,1.00,,,,,,,,,,
259,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.066,33.88,79.78,1.00,,,,,,,,,,
260,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.066,55.85,79.62,1.00,,,,,,,,,,
261,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.033,9.80,79.05,1.00,,,,,,,,,,
262,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.033,17.87,78.99,1.00,,,,,,,,,,
263,150.00,1.50,6.00,2.00,2.00,3.50,16.00,0.066,97.08,78.84,1.00,,,,,,,,,,
264,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.264,152.12,78.71,1.00,,,,,,,,,,
265,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.066,30.87,78.46,1.00,,,,,,,,,,
266,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.050,48.31,78.43,1.00,,,,,,,,,,
267,125.00,2.00,6.00,1.50,3.50,2.00,13.00,0.132,85.14,78.04,1.00,,,,,,,,,,
268,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.132,72.48,78.01,1.00,,,,,,,,,,
269,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.100,81.49,77.31,1.00,,,,,,,,,,
270,150.00,1.50,6.00,2.00,2.00,3.50,13.00,0.066,127.18,77.22,1.00,,,,,,,,,,
271,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.100,136.58,77.11,1.00,,,,,,,,,,
272,150.00,1.00,5.00,1.50,4.00,3.00,10.00,0.264,198.39,76.69,1.00,,,,,,,,,,
273,150.00,1.50,6.00,2.00,2.00,3.50,22.00,0.033,38.36,76.69,1.00,,,,,,,,,,
274,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.132,120.56,76.61,1.00,,,,,,,,,,
275,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.150,131.28,76.55,1.00,,,,,,,,,,
276,125.00,1.00,4.00,3.00,2.50,3.50,6.04,0.070,116.25,76.35,1.00,,,,,,,,,,
277,150.00,1.50,6.00,2.00,2.00,3.50,19.00,0.066,90.10,76.33,1.00,,,,,,,,,,
278,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.066,55.52,76.30,1.00,,,,,,,,,,
279,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.132,83.61,76.27,1.00,,,,,,,,,,
280,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.100,89.37,76.02,1.00,,,,,,,,,,
281,125.00,2.00,6.00,1.50,3.50,2.00,16.00,0.132,75.02,75.96,1.00,,,,,,,,,,
282,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.050,31.55,75.91,1.00,,,,,,,,,,
283,75.00,1.00,2.00,1.00,2.00,2.00,6.00,0.066,31.76,75.76,1.00,,,,,,,,,,
284,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.264,205.15,75.45,1.00,,,,,,,,,,
285,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.100,95.51,74.98,1.00,,,,,,,,,,
286,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.033,9.32,74.97,1.00,,,,,,,,,,
287,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.066,56.41,74.94,1.00,,,,,,,,,,
288,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.132,100.00,74.81,1.00,,,,,,,,,,
289,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.150,230.51,74.14,1.00,,,,,,,,,,
290,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.150,140.85,73.75,1.00,,,,,,,,,,
291,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.066,86.81,73.54,1.00,,,,,,,,,,
292,175.00,1.00,5.96,2.50,3.02,2.49,13.00,0.260,269.63,73.13,1.00,,,,,,,,,,
293,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.066,41.95,73.10,1.00,,,,,,,,,,
294,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.066,29.47,73.01,1.00,,,,,,,,,,
295,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.066,36.13,72.80,1.00,,,,,,,,,,
296,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.200,324.83,72.78,1.00,,,,,,,,,,
297,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.150,156.94,72.73,1.00,,,,,,,,,,
298,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.132,147.08,72.64,1.00,,,,,,,,,,
299,100.00,1.00,3.00,2.00,3.50,4.00,6.00,0.066,63.34,72.41,1.00,,,,,,,,,,
300,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.066,46.98,72.12,1.00,,,,,,,,,,
301,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.033,28.88,72.02,1.00,,,,,,,,,,
302,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.066,58.27,71.93,1.00,,,,,,,,,,
303,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.033,11.21,71.76,1.00,,,,,,,,,,
304,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.033,9.17,71.76,1.00,,,,,,,,,,
305,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.200,204.85,71.64,1.00,,,,,,,,,,
306,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.066,72.53,71.54,1.00,,,,,,,,,,
307,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.033,12.41,71.36,1.00,,,,,,,,,,
308,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.132,46.82,71.33,1.00,,,,,,,,,,
309,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.050,73.40,71.32,1.00,,,,,,,,,,
310,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.264,311.04,71.31,1.00,,,,,,,,,,
311,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.066,31.53,71.09,1.00,,,,,,,,,,
312,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.132,193.55,70.92,1.00,,,,,,,,,,
313,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.050,37.01,70.88,1.00,,,,,,,,,,
314,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.066,58.39,70.85,1.00,,,,,,,,,,
315,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.200,227.21,70.76,1.00,,,,,,,,,,
316,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.033,8.77,70.45,1.00,,,,,,,,,,
317,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.066,53.38,70.30,1.00,,,,,,,,,,
318,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.066,32.30,70.28,1.00,,,,,,,,,,
319,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.132,94.92,69.62,1.00,,,,,,,,,,
320,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.050,53.46,69.43,1.00,,,,,,,,,,
321,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.066,28.94,69.43,1.00,,,,,,,,,,
322,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.066,43.49,69.23,1.00,,,,,,,,,,
323,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.264,133.80,69.12,1.00,,,,,,,,,,
324,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.066,42.47,69.05,1.00,,,,,,,,,,
325,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.132,131.97,69.01,1.00,,,,,,,,,,
326,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.050,35.48,68.70,1.00,,,,,,,,,,
327,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.066,50.17,68.35,1.00,,,,,,,,,,
328,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.033,11.52,68.13,1.00,,,,,,,,,,
329,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.033,8.55,67.66,1.00,,,,,,,,,,
330,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.100,89.44,67.57,1.00,,,,,,,,,,
331,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.132,143.62,67.44,1.00,,,,,,,,,,
332,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.132,66.44,67.39,1.00,,,,,,,,,,
333,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.100,175.76,67.17,1.00,,,,,,,,,,
334,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.066,21.05,67.15,1.00,,,,,,,,,,
335,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.033,10.69,66.81,1.00,,,,,,,,,,
336,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.132,143.24,66.75,1.00,,,,,,,,,,
337,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.033,30.63,66.69,1.00,,,,,,,,,,
338,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.066,28.57,66.19,1.00,,,,,,,,,,
339,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.066,62.54,65.94,1.00,,,,,,,,,,
340,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.066,42.35,65.60,1.00,,,,,,,,,,
341,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.066,33.99,65.47,1.00,,,,,,,,,,
342,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.066,78.38,65.05,1.00,,,,,,,,,,
343,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.132,50.27,65.01,1.00,,,,,,,,,,
344,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.150,293.96,64.77,1.00,,,,,,,,,,
345,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.066,30.41,64.71,1.00,,,,,,,,,,
346,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.050,60.79,64.50,1.00,,,,,,,,,,
347,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.066,43.94,64.47,1.00,,,,,,,,,,
348,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.132,135.36,64.46,1.00,,,,,,,,,,
349,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.066,42.31,64.01,1.00,,,,,,,,,,
350,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.200,413.23,63.64,1.00,,,,,,,,,,
351,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.132,115.93,63.60,1.00,,,,,,,,,,
352,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.100,102.49,63.59,1.00,,,,,,,,,,
353,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.066,45.76,63.38,1.00,,,,,,,,,,
354,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.066,36.85,63.24,1.00,,,,,,,,,,
355,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.033,25.34,63.24,1.00,,,,,,,,,,
356,150.00,1.50,6.00,2.00,2.00,3.50,22.00,0.066,139.62,62.81,1.00,,,,,,,,,,
357,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.150,169.24,62.54,1.00,,,,,,,,,,
358,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.264,362.78,62.07,1.00,,,,,,,,,,
359,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.200,221.07,62.01,1.00,,,,,,,,,,
360,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.150,165.88,62.00,1.00,,,,,,,,,,
361,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.033,11.34,61.12,1.00,,,,,,,,,,
362,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.066,34.51,61.04,1.00,,,,,,,,,,
363,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.132,105.99,60.57,1.00,,,,,,,,,,
364,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.050,35.71,60.44,1.00,,,,,,,,,,
365,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.132,126.52,60.40,1.00,,,,,,,,,,
366,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.100,162.83,60.35,1.00,,,,,,,,,,
367,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.066,68.08,60.18,1.00,,,,,,,,,,
368,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.264,157.05,60.04,1.00,,,,,,,,,,
369,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.066,24.95,59.21,1.00,,,,,,,,,,
370,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.132,208.33,59.17,1.00,,,,,,,,,,
371,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.033,37.89,59.16,1.00,,,,,,,,,,
372,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.132,170.91,59.08,1.00,,,,,,,,,,
373,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.132,260.40,58.86,1.00,,,,,,,,,,
374,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.132,49.40,58.80,1.00,,,,,,,,,,
375,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.050,61.83,58.73,1.00,,,,,,,,,,
376,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.033,18.76,58.71,1.00,,,,,,,,,,
377,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.066,44.62,58.68,1.00,,,,,,,,,,
378,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.200,273.68,58.64,1.00,,,,,,,,,,
379,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.132,115.77,58.60,1.00,,,,,,,,,,
380,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.033,10.87,58.54,1.00,,,,,,,,,,
381,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.150,268.33,58.48,1.00,,,,,,,,,,
382,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.132,133.69,58.40,1.00,,,,,,,,,,
383,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.132,164.76,58.38,1.00,,,,,,,,,,
384,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.264,355.47,58.31,1.00,,,,,,,,,,
385,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.100,116.54,58.22,1.00,,,,,,,,,,
386,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.132,59.10,58.16,1.00,,,,,,,,,,
387,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.264,306.76,57.84,1.00,,,,,,,,,,
388,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.066,46.40,57.80,1.00,,,,,,,,,,
389,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.200,371.30,57.76,1.00,,,,,,,,,,
390,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.264,300.60,57.69,1.00,,,,,,,,,,
391,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.066,35.71,57.47,1.00,,,,,,,,,,
392,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.132,99.53,57.22,1.00,,,,,,,,,,
393,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.066,97.97,57.03,1.00,,,,,,,,,,
394,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.132,156.78,56.88,1.00,,,,,,,,,,
395,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.132,124.15,56.72,1.00,,,,,,,,,,
396,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.132,125.75,56.72,1.00,,,,,,,,,,
397,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.050,44.94,56.63,1.00,,,,,,,,,,
398,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.132,163.53,56.62,1.00,,,,,,,,,,
399,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.150,192.23,56.41,1.00,,,,,,,,,,
400,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.066,88.47,56.18,1.00,,,,,,,,,,
401,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.050,47.06,55.51,1.00,,,,,,,,,,
402,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.050,89.14,55.47,1.00,,,,,,,,,,
403,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.066,60.22,55.27,1.00,,,,,,,,,,
404,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.132,217.16,55.11,1.00,,,,,,,,,,
405,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.066,78.75,54.59,1.00,,,,,,,,,,
406,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.066,28.55,53.45,1.00,,,,,,,,,,
407,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.066,48.78,53.05,1.00,,,,,,,,,,
408,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.066,50.95,53.02,1.00,,,,,,,,,,
409,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.100,107.19,52.79,1.00,,,,,,,,,,
410,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.132,123.91,52.49,1.00,,,,,,,,,,
411,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.100,210.46,52.49,1.00,,,,,,,,,,
412,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.132,154.16,52.41,1.00,,,,,,,,,,
413,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.033,22.83,52.37,1.00,,,,,,,,,,
414,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.033,13.43,51.95,1.00,,,,,,,,,,
415,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.132,183.22,51.91,1.00,,,,,,,,,,
416,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.132,160.75,51.86,1.00,,,,,,,,,,
417,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.150,337.18,51.35,1.00,,,,,,,,,,
418,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.100,185.99,51.26,1.00,,,,,,,,,,
419,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.264,209.12,50.92,1.00,,,,,,,,,,
420,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.200,461.85,50.89,1.00,,,,,,,,,,
421,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.150,288.93,50.66,1.00,,,,,,,,,,
422,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.132,121.81,50.51,1.00,,,,,,,,,,
423,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.132,153.23,50.19,1.00,,,,,,,,,,
424,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.066,52.89,49.87,1.00,,,,,,,,,,
425,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.264,418.62,49.66,1.00,,,,,,,,,,
426,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.132,135.75,49.61,1.00,,,,,,,,,,
427,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.264,374.50,49.12,1.00,,,,,,,,,,
428,75.00,2.02,4.02,2.06,3.04,2.94,13.00,0.260,372.89,49.11,1.00,,,,,,,,,,
429,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.150,200.47,49.05,1.00,,,,,,,,,,
430,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.066,53.34,48.62,1.00,,,,,,,,,,
431,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.100,142.47,48.57,1.00,,,,,,,,,,
432,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.100,142.18,48.38,1.00,,,,,,,,,,
433,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.050,48.99,48.30,1.00,,,,,,,,,,
434,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.264,323.51,48.13,1.00,,,,,,,,,,
435,75.00,2.02,4.02,2.06,3.04,2.94,19.37,0.047,50.31,47.45,1.00,,,,,,,,,,
436,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.264,218.60,47.38,1.00,,,,,,,,,,
437,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.132,180.84,47.25,1.00,,,,,,,,,,
438,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.132,130.22,47.04,1.00,,,,,,,,,,
439,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.144,203.02,47.03,1.00,,,,,,,,,,
440,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.132,175.08,46.88,1.00,,,,,,,,,,
441,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.132,306.76,46.77,1.00,,,,,,,,,,
442,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.050,104.19,46.76,1.00,,,,,,,,,,
443,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.264,327.61,46.59,1.00,,,,,,,,,,
444,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.132,161.40,44.85,1.00,,,,,,,,,,
445,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.100,242.47,44.46,1.00,,,,,,,,,,
446,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.200,495.63,44.13,1.00,,,,,,,,,,
447,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.150,373.91,44.05,1.00,,,,,,,,,,
448,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.132,149.60,44.00,1.00,,,,,,,,,,
449,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.050,54.85,43.97,1.00,,,,,,,,,,
450,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.150,292.62,43.74,1.00,,,,,,,,,,
451,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.200,381.39,43.57,1.00,,,,,,,,,,
452,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.066,64.06,43.56,1.00,,,,,,,,,,
453,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.066,46.40,43.30,1.00,,,,,,,,,,
454,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.100,139.53,42.93,1.00,,,,,,,,,,
455,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.264,348.12,41.84,1.00,,,,,,,,,,
456,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.200,453.02,41.61,1.00,,,,,,,,,,
457,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.132,215.20,41.33,1.00,,,,,,,,,,
458,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.200,316.77,41.15,1.00,,,,,,,,,,
459,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.264,353.06,38.86,1.00,,,,,,,,,,
460,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.150,313.88,37.51,1.00,,,,,,,,,,
461,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.132,260.07,36.95,1.00,,,,,,,,,,
462,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.100,195.98,36.24,1.00,,,,,,,,,,
463,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.132,220.13,36.10,1.00,,,,,,,,,,
464,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.264,377.10,35.90,1.00,,,,,,,,,,
465,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.050,74.24,35.29,1.00,,,,,,,,,,
466,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.132,221.77,34.01,1.00,,,,,,,,,,
467,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.150,367.00,33.65,1.00,,,,,,,,,,
468,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.264,475.45,31.64,1.00,,,,,,,,,,
469,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.132,295.26,29.44,1.00,,,,,,,,,,
470,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.100,256.82,29.40,1.00,,,,,,,,,,
471,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.150,425.03,28.45,1.00,,,,,,,,,,
472,75.00,1.00,2.19,1.00,2.01,2.15,22.00,0.178,476.59,28.11,1.00,,,,,,,,,,
473,100,2.998118492,2.001855995,1.5,3.000964272,3.500983081,19.01407164,0.074108306,65.64337035,73.95377562,1,,,,,,,,,,
474,125,1.133846581,4.104441538,3,2.551043011,3.550103437,6.390758847,0.050698895,60.65088757,85.57289048,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
