Experiment,Orifice width,Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary corrected,,Rate,Size,regime,,Monodispersity,,,,,
479,150.00,3.00,4.00,1.00,3.50,2.50,10.00,0.529,,42.96,231.45,2.00,,1.19,,,,,
480,150.00,3.00,4.00,1.00,3.50,2.50,10.00,1.058,,89.26,228.52,2.00,,1.07,,,,,
481,150.00,3.00,4.00,1.00,3.50,2.50,13.00,0.066,,16.94,144.60,1.00,,9.19,,,,,
482,150.00,3.00,4.00,1.00,3.50,2.50,13.00,0.132,,30.08,150.45,1.00,,8.41,,,,,
483,150.00,3.00,4.00,1.00,3.50,2.50,13.00,0.264,,24.98,201.65,2.00,,1.85,,,,,
484,150.00,3.00,4.00,1.00,3.50,2.50,13.00,0.529,,57.91,191.97,2.00,,1.55,,,,,
485,150.00,3.00,4.00,1.00,3.50,2.50,13.00,1.058,,105.97,197.75,2.00,,9.87,,,,,
486,150.00,3.00,4.00,1.00,3.50,2.50,16.00,0.066,,4.16,215.54,1.00,,5.38,,,,,
487,150.00,3.00,4.00,1.00,3.50,2.50,16.00,0.132,,32.75,136.46,1.00,,3.38,,,,,
488,150.00,3.00,4.00,1.00,3.50,2.50,16.00,0.264,,35.33,167.64,2.00,,2.84,,,,,
489,150.00,3.00,4.00,1.00,3.50,2.50,16.00,0.529,,51.85,185.86,2.00,,2.34,,,,,
490,150.00,3.00,4.00,1.00,3.50,2.50,16.00,1.058,,94.34,191.81,2.00,,7.27,,,,,
491,150.00,3.00,4.00,1.00,3.50,2.50,19.00,0.066,,5.86,181.52,1.00,,9.48,,,,,
492,150.00,3.00,4.00,1.00,3.50,2.50,19.00,0.132,,21.07,149.27,2.00,,3.99,,,,,
493,150.00,3.00,4.00,1.00,3.50,2.50,19.00,0.264,,37.92,154.62,2.00,,5.24,,,,,
494,150.00,3.00,4.00,1.00,3.50,2.50,19.00,0.529,,55.82,171.25,2.00,,4.21,,,,,
495,150.00,3.00,4.00,1.00,3.50,2.50,19.00,1.058,,86.52,186.43,2.00,,5.26,,,,,
496,150.00,3.00,4.00,1.00,3.50,2.50,22.00,0.066,,15.05,126.22,1.00,,5.73,,,,,
497,150.00,3.00,4.00,1.00,3.50,2.50,22.00,0.132,,20.98,142.36,2.00,,7.23,,,,,
498,150.00,3.00,4.00,1.00,3.50,2.50,22.00,0.264,,29.51,160.07,2.00,,2.39,,,,,
499,150.00,3.00,4.00,1.00,3.50,2.50,22.00,0.529,,50.47,168.65,2.00,,1.89,,,,,
500,150.00,3.00,4.00,1.00,3.50,2.50,22.00,1.058,,96.17,171.39,2.00,,4.56,,,,,
501,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.066,,16.19,129.59,1.00,,2.14,,,,,
502,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.132,,90.54,91.99,1.00,,6.20,,,,,
503,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.264,,219.73,86.25,1.00,,4.52,,,,,
504,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.529,,42.49,187.91,2.00,,2.96,,,,,
505,175.00,1.00,6.00,2.50,3.00,2.50,10.00,1.058,,70.85,199.65,2.00,,10.13,,,,,
506,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.066,,32.43,94.20,1.00,,2.99,,,,,
507,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.132,,120.56,76.61,1.00,,2.13,,,,,
508,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.264,,165.10,86.92,1.00,,4.89,,,,,
509,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.529,,48.60,164.63,2.00,,1.20,,,,,
510,175.00,1.00,6.00,2.50,3.00,2.50,13.00,1.058,,82.94,173.57,2.00,,7.35,,,,,
511,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.066,,30.10,90.11,1.00,,6.37,,,,,
512,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.132,,143.62,67.44,1.00,,7.87,,,,,
513,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.264,,205.15,75.45,1.00,,6.32,,,,,
514,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.529,,41.27,162.23,2.00,,1.14,,,,,
515,175.00,1.00,6.00,2.50,3.00,2.50,16.00,1.058,,84.23,161.13,2.00,,9.21,,,,,
516,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.066,,53.38,70.30,1.00,,5.83,,,,,
517,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.132,,83.61,76.27,1.00,,3.93,,,,,
518,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.264,,152.12,78.71,1.00,,2.03,,,,,
519,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.529,,38.80,156.39,2.00,,10.45,,,,,
520,175.00,1.00,6.00,2.50,3.00,2.50,19.00,1.058,,101.89,142.81,2.00,,12.60,,,,,
521,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.066,,50.17,68.35,1.00,,8.72,,,,,
522,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.132,,94.92,69.62,1.00,,7.67,,,,,
523,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.264,,27.29,132.92,2.00,,6.89,,,,,
524,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.529,,44.97,141.78,2.00,,1.67,,,,,
525,175.00,1.00,6.00,2.50,3.00,2.50,22.00,1.058,,96.71,138.39,2.00,,4.99,,,,,
526,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.066,,16.96,145.46,1.00,,0.95,,,,,
527,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.132,,62.88,118.41,1.00,,5.51,,,,,
528,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.264,,85.70,134.56,1.00,,7.10,,,,,
529,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.529,,146.78,141.69,2.00,,5.04,,,,,
530,175.00,1.50,2.00,3.00,3.50,3.00,10.00,1.058,,365.91,131.66,2.00,,11.96,,,,,
531,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.066,,26.07,115.48,1.00,,7.33,,,,,
532,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.132,,46.13,120.29,1.00,,2.72,,,,,
533,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.264,,173.27,97.50,1.00,,1.88,,,,,
534,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.529,,136.15,133.12,2.00,,3.59,,,,,
535,175.00,1.50,2.00,3.00,3.50,3.00,13.00,1.058,,383.40,118.77,2.00,,4.57,,,,,
536,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.066,,21.68,114.59,1.00,,11.02,,,,,
537,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.132,,73.85,95.96,1.00,,7.69,,,,,
538,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.264,,131.81,99.67,1.00,,7.36,,,,,
539,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.529,,154.72,119.04,2.00,,3.39,,,,,
540,175.00,1.50,2.00,3.00,3.50,3.00,16.00,1.058,,303.63,119.79,2.00,,4.27,,,,,
541,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.066,,23.19,105.81,1.00,,4.61,,,,,
542,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.132,,72.35,91.24,1.00,,3.62,,,,,
543,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.264,,112.31,99.28,2.00,,7.20,,,,,
544,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.529,,158.79,111.44,2.00,,5.92,,,,,
545,175.00,1.50,2.00,3.00,3.50,3.00,19.00,1.058,,356.57,107.22,2.00,,5.42,,,,,
546,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.066,,36.64,86.52,1.00,,6.62,,,,,
547,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.132,,58.94,93.03,1.00,,2.02,,,,,
548,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.264,,77.18,107.13,2.00,,5.54,,,,,
549,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.529,,180.92,101.61,2.00,,2.78,,,,,
550,175.00,1.50,2.00,3.00,3.50,3.00,22.00,1.058,,381.05,99.87,2.00,,6.57,,,,,
551,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.066,,22.51,145.31,1.00,,1.73,,,,,
552,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.132,,31.02,164.53,1.00,,1.90,,,,,
553,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.264,,31.36,206.54,2.00,,2.55,,,,,
554,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.529,,84.47,187.02,2.00,,3.17,,,,,
555,175.00,2.00,3.00,1.00,4.00,3.50,10.00,1.058,,171.70,186.02,2.00,,4.66,,,,,
556,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.066,,19.42,139.86,1.00,,2.19,,,,,
557,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.132,,48.16,130.19,1.00,,2.15,,,,,
558,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.264,,35.67,181.29,2.00,,4.01,,,,,
559,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.529,,93.50,165.66,2.00,,4.79,,,,,
560,175.00,2.00,3.00,1.00,4.00,3.50,13.00,1.058,,158.71,174.97,2.00,,1.78,,,,,
561,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.066,,14.81,142.86,1.00,,4.54,,,,,
562,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.132,,37.63,131.89,1.00,,2.03,,,,,
563,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.264,,33.27,173.15,2.00,,1.17,,,,,
564,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.529,,76.24,165.46,2.00,,2.06,,,,,
565,175.00,2.00,3.00,1.00,4.00,3.50,16.00,1.058,,174.03,158.33,2.00,,4.18,,,,,
566,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.066,,8.48,162.45,1.00,,8.48,,,,,
567,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.132,,34.39,128.35,1.00,,1.90,,,,,
568,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.264,,52.63,140.32,2.00,,1.66,,,,,
569,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.529,,77.45,155.43,2.00,,3.16,,,,,
570,175.00,2.00,3.00,1.00,4.00,3.50,19.00,1.058,,140.73,160.48,2.00,,3.23,,,,,
571,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.066,,15.88,125.51,1.00,,5.03,,,,,
572,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.132,,28.31,130.41,2.00,,4.07,,,,,
573,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.264,,38.78,147.95,2.00,,4.79,,,,,
574,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.529,,103.49,134.38,2.00,,3.68,,,,,
575,175.00,2.00,3.00,1.00,4.00,3.50,22.00,1.058,,167.12,144.32,2.00,,5.59,,,,,
576,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.066,,40.99,167.69,1.00,,3.21,,,,,
577,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.132,,30.84,232.30,2.00,,2.98,,,,,
578,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.264,,58.63,236.27,2.00,,1.72,,,,,
579,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.529,,113.86,238.59,2.00,,1.99,,,,,
580,175.00,2.50,4.00,1.50,2.00,4.00,10.00,1.058,,248.32,231.81,2.00,,2.81,,,,,
581,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.066,,42.31,152.04,1.00,,1.77,,,,,
582,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.132,,31.59,211.15,2.00,,1.98,,,,,
583,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.264,,65.01,209.15,2.00,,1.30,,,,,
584,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.529,,109.46,221.51,2.00,,5.86,,,,,
585,175.00,2.50,4.00,1.50,2.00,4.00,13.00,1.058,,241.77,214.30,2.00,,5.27,,,,,
586,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.066,,44.90,139.09,1.00,,2.18,,,,,
587,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.132,,36.96,186.99,2.00,,2.80,,,,,
588,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.264,,49.56,213.65,2.00,,1.46,,,,,
589,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.529,,101.41,212.02,2.00,,9.19,,,,,
590,175.00,2.50,4.00,1.50,2.00,4.00,16.00,1.058,,247.82,198.32,2.00,,7.63,,,,,
591,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.066,,37.91,138.96,1.00,,4.34,,,,,
592,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.132,,41.69,169.62,2.00,,2.96,,,,,
593,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.264,,70.27,179.58,2.00,,2.18,,,,,
594,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.529,,126.09,186.20,2.00,,3.49,,,,,
595,175.00,2.50,4.00,1.50,2.00,4.00,19.00,1.058,,238.06,189.81,2.00,,4.26,,,,,
596,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.066,,57.84,114.96,1.00,,4.11,,,,,
597,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.132,,39.97,163.82,2.00,,2.67,,,,,
598,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.264,,69.17,171.92,2.00,,1.53,,,,,
599,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.529,,152.14,166.56,2.00,,10.16,,,,,
600,175.00,2.50,4.00,1.50,2.00,4.00,22.00,1.058,,247.31,178.47,2.00,,9.46,,,,,
601,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.066,,13.40,200.65,1.00,,2.78,,,,,
602,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.132,,38.16,178.35,1.00,,3.50,,,,,
603,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.264,,19.65,280.38,2.00,,1.15,,,,,
604,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.529,,43.47,271.09,2.00,,5.12,,,,,
605,175.00,3.00,5.00,2.00,2.50,2.00,10.00,1.058,,68.33,293.76,2.00,,3.69,,,,,
606,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.066,,9.38,207.04,1.00,,3.50,,,,,
607,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.132,,28.50,180.12,1.00,,2.55,,,,,
608,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.264,,20.12,254.87,2.00,,4.06,,,,,
609,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.529,,37.75,260.36,2.00,,4.41,,,,,
610,175.00,3.00,5.00,2.00,2.50,2.00,13.00,1.058,,75.94,259.85,2.00,,2.26,,,,,
611,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.066,,9.99,189.22,1.00,,1.11,,,,,
612,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.132,,36.86,154.27,1.00,,5.15,,,,,
613,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.264,,19.90,238.70,2.00,,11.30,,,,,
614,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.529,,46.88,226.03,2.00,,1.67,,,,,
615,175.00,3.00,5.00,2.00,2.50,2.00,16.00,1.058,,68.81,250.57,2.00,,12.11,,,,,
616,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.066,,23.53,134.29,1.00,,4.17,,,,,
617,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.132,,43.22,138.15,1.00,,3.71,,,,,
618,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.264,,31.19,194.05,2.00,,6.35,,,,,
619,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.529,,46.61,213.85,2.00,,20.37,,,,,
620,175.00,3.00,5.00,2.00,2.50,2.00,19.00,1.058,,77.19,227.73,2.00,,2.61,,,,,
621,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.066,,6.61,195.29,1.00,,4.84,,,,,
622,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.132,,39.73,135.31,1.00,,2.52,,,,,
623,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.264,,29.85,187.52,2.00,,7.03,,,,,
624,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.529,,41.38,211.89,2.00,,4.58,,,,,
625,175.00,3.00,5.00,2.00,2.50,2.00,22.00,1.058,,79.72,214.55,2.00,,13.65,,,,,
626,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.033,,11.21,71.76,1.00,,1.32,,,,,
627,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.033,,10.69,66.81,1.00,,1.32,,,,,
628,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.033,,11.34,61.12,1.00,,2.12,,,,,
629,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.033,,10.87,58.54,1.00,,1.65,,,,,
630,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.033,,13.43,51.95,1.00,,1.78,,,,,
631,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.033,,6.68,95.56,1.00,,2.61,,,,,
632,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.033,,7.69,83.54,1.00,,1.48,,,,,
633,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.033,,11.52,68.13,1.00,,3.56,,,,,
634,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.033,,8.77,70.45,1.00,,2.64,,,,,
635,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.033,,8.55,67.66,1.00,,2.87,,,,,
636,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.033,,3.93,123.80,1.00,,2.42,,,,,
637,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.033,,5.34,102.41,1.00,,0.44,,,,,
638,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.033,,6.60,89.04,1.00,,1.02,,,,,
639,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.033,,9.32,74.97,1.00,,1.14,,,,,
640,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.033,,9.17,71.76,1.00,,0.85,,,,,
641,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.033,,7.04,108.77,1.00,,2.00,,,,,
642,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.033,,6.82,100.75,1.00,,2.05,,,,,
643,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.033,,4.58,107.33,1.00,,1.25,,,,,
644,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.033,,3.58,109.99,1.00,,1.85,,,,,
645,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.033,,3.74,103.28,1.00,,1.95,,,,,
646,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.033,,8.19,109.18,1.00,,1.24,,,,,
647,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.033,,6.98,105.48,1.00,,1.70,,,,,
648,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.033,,5.09,109.35,1.00,,3.73,,,,,
649,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.033,,6.58,94.78,1.00,,1.77,,,,,
650,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.033,,9.80,79.05,1.00,,4.86,,,,,
651,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.033,,10.54,88.13,1.00,,1.27,,,,,
652,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.033,,9.14,84.67,1.00,,0.97,,,,,
653,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.033,,12.41,71.36,1.00,,1.31,,,,,
654,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.033,,18.76,58.71,1.00,,1.21,,,,,
655,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.033,,22.83,52.37,1.00,,1.57,,,,,
656,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.033,,0.83,188.45,1.00,,3.33,,,,,
657,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.033,,0.72,180.45,1.00,,3.53,,,,,
658,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.033,,1.09,146.66,1.00,,3.33,,,,,
659,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.033,,1.08,139.03,1.00,,3.73,,,,,
660,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.033,,1.11,131.13,1.00,,4.25,,,,,
661,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.033,,28.55,84.56,1.00,,1.67,,,,,
662,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.033,,20.88,86.00,1.00,,1.34,,,,,
663,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.033,,28.88,72.02,1.00,,2.11,,,,,
664,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.033,,30.63,66.69,1.00,,2.08,,,,,
665,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.033,,37.89,59.16,1.00,,1.10,,,,,
666,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.033,,3.93,171.68,1.00,,2.26,,,,,
667,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.033,,2.72,177.87,1.00,,2.43,,,,,
668,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.033,,3.59,151.29,1.00,,3.27,,,,,
669,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.033,,6.13,119.54,1.00,,3.97,,,,,
670,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.033,,2.89,146.23,1.00,,3.10,,,,,
671,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.033,,8.66,137.58,1.00,,4.12,,,,,
672,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.033,,3.39,172.25,1.00,,2.27,,,,,
673,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.033,,5.95,133.28,1.00,,2.75,,,,,
674,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.033,,14.30,93.99,1.00,,3.09,,,,,
675,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.033,,13.38,91.51,1.00,,2.79,,,,,
676,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.033,,11.81,106.09,1.00,,3.00,,,,,
677,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.033,,6.31,119.75,1.00,,1.25,,,,,
678,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.033,,17.87,78.99,1.00,,4.04,,,,,
679,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.033,,12.56,83.91,1.00,,1.61,,,,,
680,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.033,,25.34,63.24,1.00,,2.40,,,,,
681,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.033,,15.82,107.64,1.00,,2.03,,,,,
682,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.033,,21.36,89.23,1.00,,4.79,,,,,
683,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.033,,19.06,86.48,1.00,,6.30,,,,,
684,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.033,,17.36,84.25,1.00,,12.89,,,,,
685,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.033,,12.37,89.84,1.00,,5.71,,,,,
686,125.00,2.00,6.00,1.50,3.50,2.00,10.00,0.033,,6.22,128.34,1.00,,2.18,,,,,
687,125.00,2.00,6.00,1.50,3.50,2.00,13.00,0.033,,4.14,134.68,1.00,,2.43,,,,,
688,125.00,2.00,6.00,1.50,3.50,2.00,16.00,0.033,,3.00,139.90,1.00,,1.22,,,,,
689,125.00,2.00,6.00,1.50,3.50,2.00,19.00,0.033,,2.95,132.89,1.00,,3.74,,,,,
690,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.033,,4.08,113.56,1.00,,3.81,,,,,
691,125.00,2.50,2.00,2.00,4.00,2.50,10.00,0.033,,0.79,277.70,1.00,,8.66,,,,,
692,125.00,2.50,2.00,2.00,4.00,2.50,13.00,0.033,,1.31,214.49,1.00,,4.28,,,,,
693,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.033,,1.07,214.31,1.00,,5.32,,,,,
694,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.033,,1.00,206.97,1.00,,4.75,,,,,
695,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.033,,1.02,195.65,1.00,,10.78,,,,,
696,125.00,3.00,3.00,2.50,2.00,3.00,10.00,0.033,,7.68,182.39,1.00,,2.98,,,,,
697,125.00,3.00,3.00,2.50,2.00,3.00,13.00,0.033,,11.22,147.30,1.00,,5.71,,,,,
698,125.00,3.00,3.00,2.50,2.00,3.00,16.00,0.033,,8.19,152.63,1.00,,2.43,,,,,
699,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.033,,11.79,127.66,1.00,,4.47,,,,,
700,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.033,,24.47,95.30,1.00,,3.33,,,,,
701,150.00,1.00,5.00,1.50,4.00,3.00,10.00,0.033,,2.13,173.90,1.00,,3.49,,,,,
702,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.033,,1.22,192.01,1.00,,3.92,,,,,
703,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.033,,1.38,171.68,1.00,,2.58,,,,,
704,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.033,,1.13,173.11,1.00,,4.61,,,,,
705,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.033,,1.40,153.60,1.00,,11.26,,,,,
706,150.00,1.50,6.00,2.00,2.00,3.50,10.00,0.033,,30.81,107.30,1.00,,5.71,,,,,
707,150.00,1.50,6.00,2.00,2.00,3.50,13.00,0.033,,55.97,80.58,1.00,,4.31,,,,,
708,150.00,1.50,6.00,2.00,2.00,3.50,16.00,0.033,,46.46,80.00,1.00,,3.49,,,,,
709,150.00,1.50,6.00,2.00,2.00,3.50,19.00,0.033,,30.81,86.63,1.00,,1.74,,,,,
710,150.00,1.50,6.00,2.00,2.00,3.50,22.00,0.033,,38.36,76.69,1.00,,6.80,,,,,
711,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.033,,23.80,124.06,1.00,,2.68,,,,,
712,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.033,,42.60,93.63,1.00,,7.77,,,,,
713,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.033,,13.76,127.33,1.00,,1.74,,,,,
714,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.033,,14.94,116.99,1.00,,3.18,,,,,
715,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.033,,25.03,93.80,1.00,,1.64,,,,,
716,150.00,2.50,3.00,3.00,3.00,2.00,10.00,0.033,,1.10,292.96,1.00,,5.40,,,,,
717,150.00,2.50,3.00,3.00,3.00,2.00,13.00,0.033,,1.45,244.53,1.00,,3.91,,,,,
718,150.00,2.50,3.00,3.00,3.00,2.00,16.00,0.033,,3.26,174.35,1.00,,5.60,,,,,
719,150.00,2.50,3.00,3.00,3.00,2.00,19.00,0.033,,3.46,161.40,1.00,,10.12,,,,,
720,150.00,2.50,3.00,3.00,3.00,2.00,22.00,0.033,,5.15,134.54,1.00,,7.11,,,,,
721,150.00,3.00,4.00,1.00,3.50,2.50,10.00,0.033,,1.54,278.75,1.00,,6.84,,,,,
