Experiment number,Orifice width (um),Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary number,Observed generation rate (Hz),Observed droplet diameter (um),Observed regime (1= Dripping & 2 = Jetting),,,,,,,,
514,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.528768,41.27,162.23,2,,,,,,,,
515,175.00,1.00,6.00,2.50,3.00,2.50,16.00,1.057536,84.23,161.13,2,,,,,,,,
516,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.066096,53.38,70.30,1,,,,,,,,
517,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.132192,83.61,76.27,1,,,,,,,,
518,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.264384,152.12,78.71,1,,,,,,,,
519,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.528768,38.80,156.39,2,,,,,,,,
520,175.00,1.00,6.00,2.50,3.00,2.50,19.00,1.057536,101.89,142.81,2,,,,,,,,
521,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.066096,50.17,68.35,1,,,,,,,,
522,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.132192,94.92,69.62,1,,,,,,,,
523,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.264384,27.29,132.92,2,,,,,,,,
524,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.528768,44.97,141.78,2,,,,,,,,
525,175.00,1.00,6.00,2.50,3.00,2.50,22.00,1.057536,96.71,138.39,2,,,,,,,,
526,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.066096,16.96,145.46,1,,,,,,,,
527,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.132192,62.88,118.41,1,,,,,,,,
528,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.264384,85.70,134.56,1,,,,,,,,
529,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.528768,146.78,141.69,2,,,,,,,,
530,175.00,1.50,2.00,3.00,3.50,3.00,10.00,1.057536,365.91,131.66,2,,,,,,,,
531,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.066096,26.07,115.48,1,,,,,,,,
532,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.132192,46.13,120.29,1,,,,,,,,
533,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.264384,173.27,97.50,1,,,,,,,,
534,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.528768,136.15,133.12,2,,,,,,,,
535,175.00,1.50,2.00,3.00,3.50,3.00,13.00,1.057536,383.40,118.77,2,,,,,,,,
536,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.066096,21.68,114.59,1,,,,,,,,
537,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.132192,73.85,95.96,1,,,,,,,,
538,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.264384,131.81,99.67,1,,,,,,,,
539,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.528768,154.72,119.04,2,,,,,,,,
540,175.00,1.50,2.00,3.00,3.50,3.00,16.00,1.057536,303.63,119.79,2,,,,,,,,
541,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.066096,23.19,105.81,1,,,,,,,,
542,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.132192,72.35,91.24,1,,,,,,,,
543,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.264384,112.31,99.28,2,,,,,,,,
544,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.528768,158.79,111.44,2,,,,,,,,
545,175.00,1.50,2.00,3.00,3.50,3.00,19.00,1.057536,356.57,107.22,2,,,,,,,,
546,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.066096,36.64,86.52,1,,,,,,,,
547,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.132192,58.94,93.03,1,,,,,,,,
548,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.264384,77.18,107.13,2,,,,,,,,
549,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.528768,180.92,101.61,2,,,,,,,,
550,175.00,1.50,2.00,3.00,3.50,3.00,22.00,1.057536,381.05,99.87,2,,,,,,,,
551,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.066096,22.51,145.31,1,,,,,,,,
552,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.132192,31.02,164.53,1,,,,,,,,
553,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.264384,31.36,206.54,2,,,,,,,,
554,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.528768,84.47,187.02,2,,,,,,,,
555,175.00,2.00,3.00,1.00,4.00,3.50,10.00,1.057536,171.70,186.02,2,,,,,,,,
556,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.066096,19.42,139.86,1,,,,,,,,
557,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.132192,48.16,130.19,1,,,,,,,,
558,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.264384,35.67,181.29,2,,,,,,,,
559,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.528768,93.50,165.66,2,,,,,,,,
560,175.00,2.00,3.00,1.00,4.00,3.50,13.00,1.057536,158.71,174.97,2,,,,,,,,
561,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.066096,14.81,142.86,1,,,,,,,,
562,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.132192,37.63,131.89,1,,,,,,,,
563,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.264384,33.27,173.15,2,,,,,,,,
564,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.528768,76.24,165.46,2,,,,,,,,
565,175.00,2.00,3.00,1.00,4.00,3.50,16.00,1.057536,174.03,158.33,2,,,,,,,,
566,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.066096,8.48,162.45,1,,,,,,,,
567,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.132192,34.39,128.35,1,,,,,,,,
568,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.264384,52.63,140.32,2,,,,,,,,
569,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.528768,77.45,155.43,2,,,,,,,,
570,175.00,2.00,3.00,1.00,4.00,3.50,19.00,1.057536,140.73,160.48,2,,,,,,,,
571,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.066096,15.88,125.51,1,,,,,,,,
572,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.132192,28.31,130.41,2,,,,,,,,
573,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.264384,38.78,147.95,2,,,,,,,,
574,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.528768,103.49,134.38,2,,,,,,,,
575,175.00,2.00,3.00,1.00,4.00,3.50,22.00,1.057536,167.12,144.32,2,,,,,,,,
576,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.066096,40.99,167.69,1,,,,,,,,
577,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.132192,30.84,232.30,2,,,,,,,,
578,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.264384,58.63,236.27,2,,,,,,,,
579,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.528768,113.86,238.59,2,,,,,,,,
580,175.00,2.50,4.00,1.50,2.00,4.00,10.00,1.057536,248.32,231.81,2,,,,,,,,
581,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.066096,42.31,152.04,1,,,,,,,,
582,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.132192,31.59,211.15,2,,,,,,,,
583,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.264384,65.01,209.15,2,,,,,,,,
584,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.528768,109.46,221.51,2,,,,,,,,
585,175.00,2.50,4.00,1.50,2.00,4.00,13.00,1.057536,241.77,214.30,2,,,,,,,,
586,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.066096,44.90,139.09,1,,,,,,,,
587,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.132192,36.96,186.99,2,,,,,,,,
588,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.264384,49.56,213.65,2,,,,,,,,
589,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.528768,101.41,212.02,2,,,,,,,,
590,175.00,2.50,4.00,1.50,2.00,4.00,16.00,1.057536,247.82,198.32,2,,,,,,,,
591,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.066096,37.91,138.96,1,,,,,,,,
592,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.132192,41.69,169.62,2,,,,,,,,
593,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.264384,70.27,179.58,2,,,,,,,,
594,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.528768,126.09,186.20,2,,,,,,,,
595,175.00,2.50,4.00,1.50,2.00,4.00,19.00,1.057536,238.06,189.81,2,,,,,,,,
596,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.066096,57.84,114.96,1,,,,,,,,
597,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.132192,39.97,163.82,2,,,,,,,,
598,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.264384,69.17,171.92,2,,,,,,,,
599,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.528768,152.14,166.56,2,,,,,,,,
600,175.00,2.50,4.00,1.50,2.00,4.00,22.00,1.057536,247.31,178.47,2,,,,,,,,
601,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.066096,13.40,200.65,1,,,,,,,,
602,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.132192,38.16,178.35,1,,,,,,,,
603,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.264384,19.65,280.38,2,,,,,,,,
604,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.528768,43.47,271.09,2,,,,,,,,
605,175.00,3.00,5.00,2.00,2.50,2.00,10.00,1.057536,68.33,293.76,2,,,,,,,,
606,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.066096,9.38,207.04,1,,,,,,,,
607,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.132192,28.50,180.12,1,,,,,,,,
608,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.264384,20.12,254.87,2,,,,,,,,
609,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.528768,37.75,260.36,2,,,,,,,,
610,175.00,3.00,5.00,2.00,2.50,2.00,13.00,1.057536,75.94,259.85,2,,,,,,,,
611,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.066096,9.99,189.22,1,,,,,,,,
612,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.132192,36.86,154.27,1,,,,,,,,
613,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.264384,19.90,238.70,2,,,,,,,,
614,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.528768,46.88,226.03,2,,,,,,,,
615,175.00,3.00,5.00,2.00,2.50,2.00,16.00,1.057536,68.81,250.57,2,,,,,,,,
616,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.066096,23.53,134.29,1,,,,,,,,
617,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.132192,43.22,138.15,1,,,,,,,,
618,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.264384,31.19,194.05,2,,,,,,,,
619,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.528768,46.61,213.85,2,,,,,,,,
620,175.00,3.00,5.00,2.00,2.50,2.00,19.00,1.057536,77.19,227.73,2,,,,,,,,
621,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.066096,6.61,195.29,1,,,,,,,,
622,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.132192,39.73,135.31,1,,,,,,,,
623,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.264384,29.85,187.52,2,,,,,,,,
624,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.528768,41.38,211.89,2,,,,,,,,
625,175.00,3.00,5.00,2.00,2.50,2.00,22.00,1.057536,79.72,214.55,2,,,,,,,,
626,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.033048,11.21,71.76,1,,,,,,,,
627,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.033048,10.69,66.81,1,,,,,,,,
628,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.033048,11.34,61.12,1,,,,,,,,
629,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.033048,10.87,58.54,1,,,,,,,,
630,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.033048,13.43,51.95,1,,,,,,,,
631,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.033048,6.68,95.56,1,,,,,,,,
632,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.033048,7.69,83.54,1,,,,,,,,
633,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.033048,11.52,68.13,1,,,,,,,,
634,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.033048,8.77,70.45,1,,,,,,,,
635,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.033048,8.55,67.66,1,,,,,,,,
636,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.033048,3.93,123.80,1,,,,,,,,
637,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.033048,5.34,102.41,1,,,,,,,,
638,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.033048,6.60,89.04,1,,,,,,,,
639,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.033048,9.32,74.97,1,,,,,,,,
640,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.033048,9.17,71.76,1,,,,,,,,
641,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.033048,7.04,108.77,1,,,,,,,,
642,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.033048,6.82,100.75,1,,,,,,,,
643,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.033048,4.58,107.33,1,,,,,,,,
644,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.033048,3.58,109.99,1,,,,,,,,
645,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.033048,3.74,103.28,1,,,,,,,,
646,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.033048,8.19,109.18,1,,,,,,,,
647,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.033048,6.98,105.48,1,,,,,,,,
648,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.033048,5.09,109.35,1,,,,,,,,
649,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.033048,6.58,94.78,1,,,,,,,,
650,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.033048,9.80,79.05,1,,,,,,,,
651,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.033048,10.54,88.13,1,,,,,,,,
652,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.033048,9.14,84.67,1,,,,,,,,
653,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.033048,12.41,71.36,1,,,,,,,,
654,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.033048,18.76,58.71,1,,,,,,,,
655,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.033048,22.83,52.37,1,,,,,,,,
656,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.033048,0.83,188.45,1,,,,,,,,
657,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.033048,0.72,180.45,1,,,,,,,,
658,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.033048,1.09,146.66,1,,,,,,,,
659,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.033048,1.08,139.03,1,,,,,,,,
660,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.033048,1.11,131.13,1,,,,,,,,
661,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.033048,28.55,84.56,1,,,,,,,,
662,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.033048,20.88,86.00,1,,,,,,,,
663,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.033048,28.88,72.02,1,,,,,,,,
664,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.033048,30.63,66.69,1,,,,,,,,
665,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.033048,37.89,59.16,1,,,,,,,,
666,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.033048,3.93,171.68,1,,,,,,,,
667,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.033048,2.72,177.87,1,,,,,,,,
668,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.033048,3.59,151.29,1,,,,,,,,
669,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.033048,6.13,119.54,1,,,,,,,,
670,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.033048,2.89,146.23,1,,,,,,,,
671,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.033048,8.66,137.58,1,,,,,,,,
672,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.033048,3.39,172.25,1,,,,,,,,
673,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.033048,5.95,133.28,1,,,,,,,,
674,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.033048,14.30,93.99,1,,,,,,,,
675,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.033048,13.38,91.51,1,,,,,,,,
676,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.033048,11.81,106.09,1,,,,,,,,
677,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.033048,6.31,119.75,1,,,,,,,,
678,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.033048,17.87,78.99,1,,,,,,,,
679,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.033048,12.56,83.91,1,,,,,,,,
680,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.033048,25.34,63.24,1,,,,,,,,
681,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.033048,15.82,107.64,1,,,,,,,,
682,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.033048,21.36,89.23,1,,,,,,,,
683,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.033048,19.06,86.48,1,,,,,,,,
684,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.033048,17.36,84.25,1,,,,,,,,
685,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.033048,12.37,89.84,1,,,,,,,,
686,125.00,2.00,6.00,1.50,3.50,2.00,10.00,0.033048,6.22,128.34,1,,,,,,,,
687,125.00,2.00,6.00,1.50,3.50,2.00,13.00,0.033048,4.14,134.68,1,,,,,,,,
688,125.00,2.00,6.00,1.50,3.50,2.00,16.00,0.033048,3.00,139.90,1,,,,,,,,
689,125.00,2.00,6.00,1.50,3.50,2.00,19.00,0.033048,2.95,132.89,1,,,,,,,,
690,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.033048,4.08,113.56,1,,,,,,,,
691,125.00,2.50,2.00,2.00,4.00,2.50,10.00,0.033048,0.79,277.70,1,,,,,,,,
692,125.00,2.50,2.00,2.00,4.00,2.50,13.00,0.033048,1.31,214.49,1,,,,,,,,
693,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.033048,1.07,214.31,1,,,,,,,,
694,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.033048,1.00,206.97,1,,,,,,,,
695,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.033048,1.02,195.65,1,,,,,,,,
696,125.00,3.00,3.00,2.50,2.00,3.00,10.00,0.033048,7.68,182.39,1,,,,,,,,
697,125.00,3.00,3.00,2.50,2.00,3.00,13.00,0.033048,11.22,147.30,1,,,,,,,,
698,125.00,3.00,3.00,2.50,2.00,3.00,16.00,0.033048,8.19,152.63,1,,,,,,,,
699,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.033048,11.79,127.66,1,,,,,,,,
700,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.033048,24.47,95.30,1,,,,,,,,
701,150.00,1.00,5.00,1.50,4.00,3.00,10.00,0.033048,2.13,173.90,1,,,,,,,,
702,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.033048,1.22,192.01,1,,,,,,,,
703,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.033048,1.38,171.68,1,,,,,,,,
704,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.033048,1.13,173.11,1,,,,,,,,
705,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.033048,1.40,153.60,1,,,,,,,,
706,150.00,1.50,6.00,2.00,2.00,3.50,10.00,0.033048,30.81,107.30,1,,,,,,,,
707,150.00,1.50,6.00,2.00,2.00,3.50,13.00,0.033048,55.97,80.58,1,,,,,,,,
708,150.00,1.50,6.00,2.00,2.00,3.50,16.00,0.033048,46.46,80.00,1,,,,,,,,
709,150.00,1.50,6.00,2.00,2.00,3.50,19.00,0.033048,30.81,86.63,1,,,,,,,,
710,150.00,1.50,6.00,2.00,2.00,3.50,22.00,0.033048,38.36,76.69,1,,,,,,,,
711,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.033048,23.80,124.06,1,,,,,,,,
712,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.033048,42.60,93.63,1,,,,,,,,
713,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.033048,13.76,127.33,1,,,,,,,,
714,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.033048,14.94,116.99,1,,,,,,,,
715,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.033048,25.03,93.80,1,,,,,,,,
716,150.00,2.50,3.00,3.00,3.00,2.00,10.00,0.033048,1.10,292.96,1,,,,,,,,
717,150.00,2.50,3.00,3.00,3.00,2.00,13.00,0.033048,1.45,244.53,1,,,,,,,,
718,150.00,2.50,3.00,3.00,3.00,2.00,16.00,0.033048,3.26,174.35,1,,,,,,,,
719,150.00,2.50,3.00,3.00,3.00,2.00,19.00,0.033048,3.46,161.40,1,,,,,,,,
720,150.00,2.50,3.00,3.00,3.00,2.00,22.00,0.033048,5.15,134.54,1,,,,,,,,
721,150.00,3.00,4.00,1.00,3.50,2.50,10.00,0.033048,1.54,278.75,1,,,,,,,,
722,150.00,3.00,4.00,1.00,3.50,2.50,13.00,0.033048,1.08,287.57,1,,,,,,,,
723,150.00,3.00,4.00,1.00,3.50,2.50,16.00,0.033048,1.26,254.92,1,,,,,,,,
724,150.00,3.00,4.00,1.00,3.50,2.50,19.00,0.033048,1.14,248.61,1,,,,,,,,
725,150.00,3.00,4.00,1.00,3.50,2.50,22.00,0.033048,0.62,289.36,1,,,,,,,,
726,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.033048,3.90,165.30,1,,,,,,,,
727,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.033048,2.99,165.45,1,,,,,,,,
728,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.033048,2.89,156.28,1,,,,,,,,
729,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.033048,1.91,169.48,1,,,,,,,,
730,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.033048,1.30,183.20,1,,,,,,,,
731,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.033048,3.27,199.76,1,,,,,,,,
732,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.033048,4.07,170.26,1,,,,,,,,
733,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.033048,3.13,173.38,1,,,,,,,,
734,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.033048,1.15,228.83,1,,,,,,,,
735,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.033048,0.65,263.87,1,,,,,,,,
736,175.00,2.00,3.00,1.00,4.00,3.50,10.00,0.033048,0.53,401.90,1,,,,,,,,
737,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.033048,0.80,320.80,1,,,,,,,,
738,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.033048,0.60,330.47,1,,,,,,,,
739,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.033048,1.07,257.12,1,,,,,,,,
740,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.033048,0.47,322.28,1,,,,,,,,
741,175.00,2.50,4.00,1.50,2.00,4.00,10.00,0.033048,20.53,167.60,1,,,,,,,,
742,175.00,2.50,4.00,1.50,2.00,4.00,13.00,0.033048,17.47,162.04,1,,,,,,,,
743,175.00,2.50,4.00,1.50,2.00,4.00,16.00,0.033048,15.54,157.22,1,,,,,,,,
744,175.00,2.50,4.00,1.50,2.00,4.00,19.00,0.033048,10.69,168.20,1,,,,,,,,
745,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.033048,9.78,165.01,1,,,,,,,,
746,175.00,3.00,5.00,2.00,2.50,2.00,10.00,0.033048,1.41,337.47,1,,,,,,,,
747,175.00,3.00,5.00,2.00,2.50,2.00,13.00,0.033048,2.84,244.88,1,,,,,,,,
748,175.00,3.00,5.00,2.00,2.50,2.00,16.00,0.033048,1.71,270.24,1,,,,,,,,
749,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.033048,1.16,291.00,1,,,,,,,,
750,175.00,3.00,5.00,2.00,2.50,2.00,22.00,0.033048,1.26,269.25,1,,,,,,,,
751,75.00,1.00,2.00,1.00,2.00,2.00,2.00,0.033048,14.47,112.69,1,,,,,,,,
752,75.00,1.00,2.00,1.00,2.00,2.00,6.00,0.033048,11.78,83.68,1,,,,,,,,
753,75.00,1.00,2.00,1.00,2.00,2.00,2.00,0.066096,39.04,102.00,1,,,,,,,,
754,75.00,1.00,2.00,1.00,2.00,2.00,6.00,0.066096,31.76,75.76,1,,,,,,,,
755,75.00,1.50,3.00,1.50,2.50,2.50,2.00,0.033048,13.64,128.79,1,,,,,,,,
756,75.00,1.50,3.00,1.50,2.50,2.50,6.00,0.033048,9.93,99.27,1,,,,,,,,
757,75.00,1.50,3.00,1.50,2.50,2.50,2.00,0.066096,43.10,110.57,1,,,,,,,,
758,75.00,1.50,3.00,1.50,2.50,2.50,6.00,0.066096,33.27,83.57,1,,,,,,,,
759,75.00,2.00,4.00,2.00,3.00,3.00,2.00,0.033048,11.84,146.56,1,,,,,,,,
760,75.00,2.00,4.00,2.00,3.00,3.00,6.00,0.033048,6.02,127.34,1,,,,,,,,
761,75.00,2.00,4.00,2.00,3.00,3.00,2.00,0.066096,36.86,126.47,1,,,,,,,,
762,75.00,2.00,4.00,2.00,3.00,3.00,6.00,0.066096,27.68,96.47,1,,,,,,,,
763,75.00,2.50,5.00,2.50,3.50,3.50,2.00,0.033048,12.42,153.96,1,,,,,,,,
764,75.00,2.50,5.00,2.50,3.50,3.50,6.00,0.033048,7.05,128.90,1,,,,,,,,
765,75.00,2.50,5.00,2.50,3.50,3.50,2.00,0.066096,33.49,139.35,1,,,,,,,,
766,75.00,2.50,5.00,2.50,3.50,3.50,6.00,0.066096,31.95,98.15,1,,,,,,,,
767,75.00,3.00,6.00,3.00,4.00,4.00,2.00,0.033048,13.75,157.06,1,,,,,,,,
768,75.00,3.00,6.00,3.00,4.00,4.00,6.00,0.033048,12.60,112.10,1,,,,,,,,
769,75.00,3.00,6.00,3.00,4.00,4.00,2.00,0.066096,31.75,149.70,1,,,,,,,,
770,75.00,3.00,6.00,3.00,4.00,4.00,6.00,0.066096,33.11,102.36,1,,,,,,,,
771,100.00,1.00,3.00,2.00,3.50,4.00,2.00,0.033048,17.00,128.49,1,,,,,,,,
772,100.00,1.00,3.00,2.00,3.50,4.00,6.00,0.033048,8.19,113.67,1,,,,,,,,
773,100.00,1.00,3.00,2.00,3.50,4.00,2.00,0.066096,48.11,114.46,1,,,,,,,,
774,100.00,1.00,3.00,2.00,3.50,4.00,6.00,0.066096,63.34,72.41,1,,,,,,,,
